"lon","lat","type","loctype","address","north","south","east","west"
-93.6498803,42.0275751,"establishment","rooftop","613 morrill rd, ames, ia 50011, usa",42.0289240802915,42.0262261197085,-93.6485313197085,-93.6512292802915
